"gene","symmetric_difference","branch_score_difference","path_difference","quadratic_path_difference"
"A0A096MJN4",12,2.167933954722,16.1245154965971,8.96873691945015
"A0A0A6YY25",0,0.0478108700982604,0,0.203786589817652
"A0A0B4K7J2",4,0.549310015190961,11.5758369027902,6.142894277021
"A0A0G2JEB6",8,0.246990502595572,16.3095064303001,1.97780635991086
"A0A0G2JZ79",4,0.654406064962868,11.5758369027902,6.81737116835212
"A0A0G2K344",4,0.421578048912252,11.5758369027902,4.49820660938028
"A0A178VEK7",8,0.569909760360048,16.062378404209,6.62825944070878
"A0A182C2Z2",18,3.53953488571188,22.8910462845192,18.8879225198474
"A0A1B0GUW6",6,1.85024494901081,7.14142842854285,7.90827299886525
"A0A1L8GXY4",4,0.234173721674068,10.3923048454133,2.10312780183762
"A0A1L8HBI7",8,1.48528186787142,9.38083151964686,6.7320284226389
"A0A1L8HJK9",8,1.43273959147317,9.38083151964686,6.33007738106228
"A0A1L8HTT5",8,1.22373447386365,11.5325625946708,7.16159582153425
"A0A2I0BVG8",20,2.1246600523239,21.9089023002066,19.0484591062687
"A0A494C1R9",10,3.46518901123512,18.9736659610103,12.702926803635
"A0A5F8MPU3",4,0.724174434287693,4.47213595499958,2.48164736501619
"A0AVF1",6,0.319773194074295,14.2828568570857,2.21448791766407
"A0JM98",8,1.79230839591055,11.2249721603218,12.1869175029021
"A0JPK3",18,2.38865097944997,27.1661554144122,10.1924496602747
"A0M8T3",6,0.573173297698374,12.4899959967968,6.51580176239118
"A0MLS5",14,2.42359021175094,16.3707055437449,15.7508659097042
"A0P8Z4",12,2.87222148008932,25.6515106767613,22.0005461845034
"A1A5Q4",8,0.286706481666684,16.3095064303001,2.89738031229049
"A1L1C2",8,0.569130284936519,14.6969384566991,7.59513019233829
"A1L1H3",0,0.713786411305559,0,7.39709579922388
"A1L1K7",4,0.437900306130249,9.05538513813742,4.94317211574761
"A1X154",6,0.581540270026966,12.4899959967968,6.50614150202813
"A1YEV9",14,1.65333367537842,17.5499287747842,5.93298114867961
"A1YFW6",16,1.85025734964014,16.3707055437449,7.50343419307967
"A1YG26",10,1.78044376596791,13.5646599662505,7.04385405568134
"A1Z6E0",4,0.428950430086468,11.4891252930761,2.69809519717495
"A1Z7Z9",2,0.297577357494146,8.36660026534076,2.6802696419314
"A1Z8D0",4,0.27362832730521,10.3923048454133,3.29110662446984
"A1Z8P9",4,0.546400133587935,9.48683298050514,6.74645463522034
"A1Z9E2",4,0.593768446528491,11.13552872566,6.73493182712357
"A1Z9L3",8,9.80993030522012,16.6733320005331,38.7165656800827
"A1Z9X0",8,8.46636830328062,15.6204993518133,33.2503026442572
"A1ZAC4",0,0.03682360500022,NA,NA
"A1ZB91",2,0.327596942803601,8.36660026534076,2.03832594705884
"A2A6C4",0,0.595832354224074,0,5.50739410613747
"A2A8L1",6,0.243894520305627,13.490737563232,2.14519333489562
"A2AAE1",0,0.510440656424747,0,5.61605725867283
"A2AG06",4,0.755994168795892,11.13552872566,8.08293851528465
"A2AKX3",16,1.06999615334823,19.3907194296653,8.93084702178117
"A2AL36",6,4.00559577276154,11.8321595661992,16.8540776534228
"A2AM05",0,0.504934991035459,0,5.50492840491548
"A2APF3",10,2.32358258874749,16.8522995463527,12.2588314558664
"A2ARI4",4,0.731711455488721,10.0995049383621,9.02157516651971
"A2ARP9",2,2.21028434960829,2.44948974278318,4.37080782413258
"A2ARZ3",8,1.05603082350376,13.114877048604,12.2299305793301
"A2AU37",8,0.680282374731549,16.3095064303001,6.0264841260806
"A2AU72",2,0.151620194243109,5.47722557505166,0.941206766643852
"A2AV36",6,0.336917295619695,12.4899959967968,3.61915058339836
"A2BDR7",10,0.546068410009371,16.3401346383682,3.85539342652739
"A2BF66",4,0.309950665413123,11.2249721603218,3.19198623434946
"A2CEI6",6,0.224748712487133,14.2828568570857,2.27561724485326
"A2CG63",10,4.70872174483809,18.4932420089069,19.7006889538559
"A2RUB1",4,0.733848509036723,11.13552872566,7.85140059521977
"A2RV06",8,0.286706481666684,16.3095064303001,2.89738031229049
"A2T6W2",16,1.85176022005312,16.3707055437449,7.51192547650694
"A2T712",10,1.78044376940274,13.5646599662505,7.04385407937477
"A2T7L7",14,1.65333367537842,17.5499287747842,5.93298114867961
"A3KGV1",6,0.475188253274818,12.7279220613579,4.18925102401406
"A3KNW0",8,0.569130284936519,14.6969384566991,7.59513019233829
"A3KPW9",4,0.517840642395406,10.3923048454133,5.24746399338291
"A3KQH2",6,0.441137771385156,12.4096736459909,2.75643950501339
"A4D1T9",18,1.56226339608035,27.0924343682881,11.1633230254376
"A4D263",6,0.328112258602119,12.7279220613579,2.66378309933623
"A4D7T3",6,0.581540270026966,12.4899959967968,6.50614150202813
"A4IFD8",2,0.252309111456077,5.47722557505166,2.77158865880364
"A4IH17",4,0.569194746195285,10.3923048454133,5.45267765936968
"A4PES0",12,9.26214645137903,14.6287388383278,37.7971837233092
"A4UTQ0",8,0.604639878540438,16.1245154965971,6.85369373039296
