lcl|NC_079164.1_cds_XP_056008783.1_1	1884
lcl|NC_079164.1_cds_XP_056008781.1_2	2715
lcl|NC_079164.1_cds_XP_056008802.1_3	705
lcl|NC_079164.1_cds_XP_048753335.2_4	846
lcl|NC_079164.1_cds_XP_056008790.1_5	942
lcl|NC_079164.1_cds_XP_056008793.1_6	852
lcl|NC_079164.1_cds_XP_056008788.1_7	978
lcl|NC_079164.1_cds_XP_056008789.1_8	948
lcl|NC_079164.1_cds_XP_056008791.1_9	921
lcl|NC_079164.1_cds_XP_056008792.1_10	918
lcl|NC_079164.1_cds_XP_056008805.1_11	657
lcl|NC_079164.1_cds_XP_056000623.1_12	1695
lcl|NC_079164.1_cds_XP_056008808.1_13	576
lcl|NC_079164.1_cds_XP_056008807.1_14	348
lcl|NC_079164.1_cds_XP_056008806.1_15	603
lcl|NC_079164.1_cds_XP_056008803.1_16	807
lcl|NC_079164.1_cds_XP_056008804.1_17	606
lcl|NC_079164.1_cds_XP_056008796.1_18	855
lcl|NC_079164.1_cds_XP_056008795.1_19	855
lcl|NC_079164.1_cds_XP_056008801.1_20	705
lcl|NC_079164.1_cds_XP_056008800.1_21	705
lcl|NC_079164.1_cds_XP_056008794.1_22	855
lcl|NC_079164.1_cds_XP_056008797.1_23	852
lcl|NC_079164.1_cds_XP_056008799.1_24	804
lcl|NC_079164.1_cds_XP_056008798.1_25	834
lcl|NC_079164.1_cds_XP_056008784.1_26	1668
lcl|NC_079164.1_cds_XP_056008782.1_27	2172
lcl|NC_079164.1_cds_XP_048753275.2_28	1257
lcl|NC_079164.1_cds_XP_056008785.1_29	1158
lcl|NC_079164.1_cds_XP_056008786.1_30	1158
lcl|NC_079164.1_cds_XP_056008787.1_31	1077
lcl|NC_079164.1_cds_XP_056008778.1_32	3000
lcl|NC_079164.1_cds_XP_056008779.1_33	2484
lcl|NC_079164.1_cds_XP_056008780.1_34	2484
lcl|NC_079164.1_cds_XP_048753281.2_35	1152
lcl|NC_079164.1_cds_XP_048753290.2_36	4839
lcl|NC_079164.1_cds_XP_056008830.1_37	4815
lcl|NC_079164.1_cds_XP_056008824.1_38	4881
lcl|NC_079164.1_cds_XP_056008821.1_39	4902
lcl|NC_079164.1_cds_XP_048753285.2_40	4932
lcl|NC_079164.1_cds_XP_056008812.1_41	4971
lcl|NC_079164.1_cds_XP_056008827.1_42	4869
lcl|NC_079164.1_cds_XP_056008831.1_43	4809
lcl|NC_079164.1_cds_XP_056008819.1_44	4908
lcl|NC_079164.1_cds_XP_048753282.2_45	4959
lcl|NC_079164.1_cds_XP_056008825.1_46	4875
lcl|NC_079164.1_cds_XP_056008828.1_47	4848
lcl|NC_079164.1_cds_XP_056008823.1_48	4893
lcl|NC_079164.1_cds_XP_056008811.1_49	4977
lcl|NC_079164.1_cds_XP_056008829.1_50	4830
lcl|NC_079164.1_cds_XP_056008820.1_51	4908
lcl|NC_079164.1_cds_XP_056008818.1_52	4929
lcl|NC_079164.1_cds_XP_056008826.1_53	4869
lcl|NC_079164.1_cds_XP_056008813.1_54	4968
lcl|NC_079164.1_cds_XP_056008822.1_55	4899
lcl|NC_079164.1_cds_XP_056008814.1_56	4965
lcl|NC_079164.1_cds_XP_056008817.1_57	4932
lcl|NC_079164.1_cds_XP_056008816.1_58	4953
lcl|NC_079164.1_cds_XP_056008810.1_59	4977
lcl|NC_079164.1_cds_XP_056008809.1_60	4998
lcl|NC_079164.1_cds_XP_056008834.1_61	4257
lcl|NC_079164.1_cds_XP_056008835.1_62	3996
lcl|NC_079164.1_cds_XP_056008833.1_63	4497
lcl|NC_079164.1_cds_XP_056008832.1_64	4692
lcl|NC_079164.1_cds_XP_048753697.2_65	1071
lcl|NC_079164.1_cds_XP_048754252.2_66	573
lcl|NC_079164.1_cds_XP_056008836.1_67	573
lcl|NC_079164.1_cds_XP_056008839.1_68	1311
lcl|NC_079164.1_cds_XP_056008840.1_69	1311
lcl|NC_079164.1_cds_XP_056008837.1_70	2946
lcl|NC_079164.1_cds_XP_056008838.1_71	2928
lcl|NC_079164.1_cds_XP_048753296.1_72	378
lcl|NC_079164.1_cds_XP_056008841.1_73	1272
lcl|NC_079164.1_cds_XP_056008842.1_74	1248
lcl|NC_079164.1_cds_XP_056008843.1_75	1044
lcl|NC_079164.1_cds_XP_048753698.2_76	1092
lcl|NC_079164.1_cds_XP_048753301.2_77	1464
lcl|NC_079164.1_cds_XP_048753302.2_78	1176
lcl|NC_079164.1_cds_XP_048753303.2_79	1017
lcl|NC_079164.1_cds_XP_048754264.1_80	651
lcl|NC_079164.1_cds_XP_048753699.2_81	669
lcl|NC_079164.1_cds_XP_048754283.1_82	651
lcl|NC_079164.1_cds_XP_048754299.2_83	405
lcl|NC_079164.1_cds_XP_048754310.2_84	306
lcl|NC_079164.1_cds_XP_048753306.2_85	1245
lcl|NC_079164.1_cds_XP_048753304.2_86	1245
lcl|NC_079164.1_cds_XP_056009108.1_87	597
lcl|NC_079164.1_cds_XP_056009109.1_88	543
lcl|NC_079164.1_cds_XP_056009107.1_89	3414
lcl|NC_079164.1_cds_XP_056000862.1_90	4074
lcl|NC_079164.1_cds_XP_056009111.1_91	1623
lcl|NC_079164.1_cds_XP_056009112.1_92	1488
lcl|NC_079164.1_cds_XP_056009110.1_93	2139
lcl|NC_079164.1_cds_XP_048753270.2_94	762
lcl|NC_079164.1_cds_XP_048753269.2_95	1488
lcl|NC_079164.1_cds_XP_056006460.1_96	1647
lcl|NC_079164.1_cds_XP_056001046.1_97	606
lcl|NC_079164.1_cds_XP_056006486.1_98	1371
lcl|NC_079164.1_cds_XP_056006464.1_99	1581
lcl|NC_079164.1_cds_XP_056006466.1_100	1581
lcl|NC_079164.1_cds_XP_056006499.1_101	774
lcl|NC_079164.1_cds_XP_056006497.1_102	816
