qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
sp	A0A096MJN4	SEPT4_RAT	lcl	NC_088855.1_cds_XP_065936654.1_17460	59.511	368	131	4	94	456	226	1290	1.77e-156	451
sp	A0A0B4K7J2	RBP2_DROME	lcl	NC_088856.1_cds_XP_065937717.1_19550	32.854	487	271	10	1310	1744	841	2289	6.18e-64	236
sp	A0A0G2JZ79	SIR1_RAT	lcl	NC_088859.1_cds_XP_011442932.3_37761	51.852	486	203	5	1	465	334	1761	2.27e-160	476
sp	A0A0G2K344	PK3CA_RAT	lcl	NC_088855.1_cds_XP_034338626.1_13966	54.520	1062	462	12	5	1063	31	3162	0.0	1183
sp	A0A178VEK7	DUO1_ARATH	lcl	NC_088857.1_cds_XP_034331005.2_26011	48.039	102	51	2	13	114	280	579	1.20e-22	99.4
sp	A0A2I0BVG8	CDPK1_PLAFO	lcl	NC_088856.1_cds_XP_011444543.1_19493	40.672	268	142	5	60	325	76	834	3.93e-62	208
sp	A0A5F8MPU3	CTSRT_MOUSE	lcl	NC_088861.1_cds_XP_065926683.1_45823	17.405	316	245	4	804	1103	4121	5068	7.08e-20	99.4
sp	A0AVF1	IFT56_HUMAN	lcl	NC_088859.1_cds_XP_034312496.1_37532	79.422	554	114	0	1	554	1	1662	0.0	927
sp	A0MLS5	BMAL1_HORSE	lcl	NC_088857.1_cds_XP_034328887.2_23196	48.323	656	260	17	36	626	58	1983	0.0	553
sp	A1Z6E0	GUS_DROME	lcl	NC_088855.1_cds_XP_065936007.1_15903	71.326	279	75	3	1	277	7	834	5.99e-150	421
sp	A1Z7Z9	CP131_DROME	lcl	NC_088859.1_cds_XP_034314773.2_39398	24.615	650	426	12	530	1131	1549	3450	1.50e-37	155
sp	A1Z8D0	PWP1_DROME	lcl	NC_088861.1_cds_XP_011455032.3_45238	40.061	327	188	4	130	454	424	1386	2.85e-78	254
sp	A1Z8P9	TPR_DROME	lcl	NC_088859.1_cds_XP_065922145.1_38363	26.256	1752	1079	42	96	1700	307	5364	7.10e-93	339
sp	A1Z9E2	LIN54_DROME	lcl	NC_088859.1_cds_XP_011438423.1_38216	53.191	188	70	3	738	907	1615	2178	2.40e-48	186
sp	A1Z9L3	DHX8_DROME	lcl	NC_088862.1_cds_XP_034309636.2_50220	78.031	965	203	2	281	1240	775	3657	0.0	1501
sp	A1Z9X0	APKC_DROME	lcl	NC_088855.1_cds_XP_065935908.1_15688	67.797	590	178	4	29	606	28	1797	0.0	822
sp	A2A6C4	SPP2C_MOUSE	lcl	NC_088853.1_cds_XP_034320813.2_363	34.942	518	290	11	37	543	109	1554	3.96e-70	239
sp	A2A8L1	CHD5_MOUSE	lcl	NC_088855.1_cds_XP_065934158.1_11300	65.285	1230	350	11	336	1549	1042	4548	0.0	1526
sp	A2AAE1	BLTP1_MOUSE	lcl	NC_088854.1_cds_XP_065930910.1_4704	40.764	1099	594	15	24	1121	100	3228	0.0	878
sp	A2AG06	MEIOC_MOUSE	lcl	NC_088857.1_cds_XP_011423981.2_27909	62.346	162	61	0	757	918	1780	2265	7.25e-56	209
sp	A2AKX3	SETX_MOUSE	lcl	NC_088858.1_cds_XP_034323510.2_33099	29.750	800	447	28	1713	2442	5584	7848	1.59e-75	283
sp	A2AL36	CNTRL_MOUSE	lcl	NC_088854.1_cds_XP_065933167.1_9818	36.981	795	437	14	78	848	235	2499	5.98e-121	431
sp	A2AM05	CNTLN_MOUSE	lcl	NC_088858.1_cds_XP_034324216.2_29455	34.184	588	332	13	119	659	79	1818	2.32e-57	219
sp	A2APF3	CTCFL_MOUSE	lcl	NC_088855.1_cds_XP_065936045.1_16004	55.516	281	123	2	257	537	982	1818	1.39e-101	330
sp	A2ARI4	LGR4_MOUSE	lcl	NC_088857.1_cds_NP_001292277.1_23676	38.731	457	256	1	41	473	112	1482	1.89e-77	276
sp	A2ARP9	CTSR2_MOUSE	lcl	NC_088858.1_cds_XP_065945193.1_32731	26.159	302	184	8	108	378	3091	3972	7.13e-12	70.1
sp	A2AU37	RD21L_MOUSE	lcl	NC_088857.1_cds_XP_034309486.2_22409	34.509	652	310	17	1	549	1	1914	5.93e-92	296
sp	A2AU72	ARMC3_MOUSE	lcl	NC_088854.1_cds_XP_034303809.2_7303	44.651	645	307	3	15	609	43	1977	7.52e-151	468
sp	A2CEI6	PIWL2_DANRE	lcl	NC_088859.1_cds_XP_034311101.1_39653	44.274	847	446	11	220	1046	292	2814	0.0	778
sp	A2CG63	ARI4B_MOUSE	lcl	NC_088858.1_cds_XP_011447626.3_33420	46.683	407	186	9	3	398	4	1164	1.18e-85	309
sp	A2RUB1	MEIOC_HUMAN	lcl	NC_088857.1_cds_XP_011423981.2_27909	61.963	163	62	0	747	909	1780	2268	7.29e-55	206
sp	A3KGV1	ODFP2_MOUSE	lcl	NC_088854.1_cds_XP_065932974.1_9416	42.152	790	429	9	58	828	169	2511	4.53e-179	537
sp	A3KPW9	BAG6_DANRE	lcl	NC_088854.1_cds_XP_011449099.3_8986	30.149	471	290	9	711	1159	2632	3993	4.24e-55	211
sp	A3KQH2	DRC9_DANRE	lcl	NC_088860.1_cds_XP_011434767.1_41121	33.518	361	203	4	1	324	4	1086	1.39e-57	192
sp	A4D1T9	PRS37_HUMAN	lcl	NC_088854.1_cds_XP_034302754.2_10857	27.434	226	139	8	28	233	166	828	1.12e-13	69.7
sp	A4IH17	BAG6_XENTR	lcl	NC_088854.1_cds_XP_011449099.3_8986	30.568	458	276	11	694	1122	2641	3975	1.19e-44	178
sp	A4PES0	WEE2_PIG	lcl	NC_088857.1_cds_XP_011420649.3_26523	31.273	275	154	5	210	479	256	990	2.35e-40	155
sp	A5D8V7	ODAD3_HUMAN	lcl	NC_088854.1_cds_XP_011429872.1_10895	39.315	496	291	5	61	549	10	1488	6.78e-62	215
sp	A5D8W1	CFA69_HUMAN	lcl	NC_088862.1_cds_XP_065929080.1_49991	47.433	896	459	7	26	910	79	2763	0.0	826
sp	A5D9M6	BAG6_PIG	lcl	NC_088854.1_cds_XP_011449099.3_8986	30.933	375	221	7	784	1127	2890	3993	6.96e-30	130
sp	A6N7Y9	PIWL1_CHICK	lcl	NC_088855.1_cds_XP_034338426.1_17592	52.618	764	351	7	112	867	337	2619	0.0	881
sp	A6NDE4	RBY1B_HUMAN	lcl	NC_088860.1_cds_XP_011412116.3_41287	50.588	85	41	1	3	86	13	267	1.08e-19	94.4
sp	A6PVC2	TTLL8_HUMAN	lcl	NC_088856.1_cds_XP_065937246.1_18514	50.997	351	164	5	262	607	1885	2928	1.36e-111	373
sp	A6QQL3	SEP14_BOVIN	lcl	NC_088854.1_cds_XP_011439180.1_10067	61.732	358	133	1	24	381	52	1113	1.73e-151	437
sp	A7DTF0	MRG1_CAEEL	lcl	NC_088858.1_cds_XP_034324286.2_30089	30.435	207	103	6	125	327	835	1344	1.75e-22	99.0
sp	A7X5R6	BAG6_ORNAN	lcl	NC_088854.1_cds_XP_011449099.3_8986	36.453	203	78	3	24	192	4	561	8.74e-24	110
sp	A7X8B7	PRGR_GORGO	lcl	NC_088858.1_cds_XP_065942990.1_30879	30.795	302	184	5	563	853	1162	2025	1.32e-38	155
sp	A8D8P8	SIWI_BOMMO	lcl	NC_088855.1_cds_XP_034338426.1_17592	42.746	772	430	7	136	899	316	2619	0.0	659
sp	A8KBF3	PIWL2_XENTR	lcl	NC_088859.1_cds_XP_034311101.1_39653	47.638	762	386	9	195	949	547	2814	0.0	765
sp	A8MPH9	FOSLD_DROME	lcl	NC_088858.1_cds_XP_019918193.1_33207	52.564	78	37	0	376	453	424	657	6.25e-12	68.9
sp	A8WVU9	ROCK_CAEBR	lcl	NC_088859.1_cds_XP_065921524.1_34183	58.722	407	166	2	9	414	52	1269	1.76e-169	539
sp	A9Q751	PCDP1_MOUSE	lcl	NC_088862.1_cds_XP_034318430.2_48599	36.938	823	470	14	23	806	73	2511	6.53e-157	482
sp	A9ZSZ2	AGO3_BOMMO	lcl	NC_088859.1_cds_XP_034311101.1_39653	47.667	793	406	8	139	926	448	2814	0.0	772
sp	B0BLW3	LGR4_XENTR	lcl	NC_088857.1_cds_NP_001292277.1_23676	32.367	862	516	8	43	837	112	2697	3.20e-126	410
sp	B0BN28	SKA1_RAT	lcl	NC_088858.1_cds_XP_065945214.1_32473	47.826	115	60	0	138	252	475	819	2.91e-35	128
sp	B0LSW3	LIS1_FELCA	lcl	NC_088855.1_cds_XP_011454155.1_15613	74.146	410	104	1	1	410	1	1224	0.0	665
sp	B1A8Z2	CIB1_SHEEP	lcl	NC_088859.1_cds_XP_011431891.2_37599	50.262	191	88	3	1	191	1	552	5.05e-42	140
sp	B1ASB6	SPOC1_MOUSE	lcl	NC_088857.1_cds_XP_065940480.1_24219	33.760	391	218	10	410	774	4144	5271	4.97e-42	169
sp	B1Q3J6	DNM1B_ORYSJ	lcl	NC_088854.1_cds_XP_034303442.2_10958	34.909	931	469	20	697	1527	1804	4485	2.61e-162	532
sp	B2GV50	RFX2_RAT	lcl	NC_088859.1_cds_XP_011436652.3_36088	59.247	584	202	9	69	650	262	1911	0.0	637
sp	B2RR83	YTDC2_MOUSE	lcl	NC_088858.1_cds_XP_065943745.1_32035	52.776	1387	610	15	52	1432	82	4125	0.0	1384
sp	B2RW38	CFA58_MOUSE	lcl	NC_088860.1_cds_XP_065925575.1_43630	67.396	868	279	2	1	865	1	2601	0.0	988
sp	B2RX14	TUT4_MOUSE	lcl	NC_088859.1_cds_XP_019918224.3_38263	39.735	1057	535	15	304	1326	742	3708	0.0	687
sp	B2RXZ1	PNDC1_MOUSE	lcl	NC_088855.1_cds_XP_065936263.1_16744	36.240	516	306	10	1	504	1	1515	1.36e-100	314
sp	B2RYF7	WASH1_RAT	lcl	NC_088856.1_cds_XP_065937260.1_18538	47.471	257	131	3	10	264	10	774	1.62e-61	209
sp	B3M185	RAS1_DROAN	lcl	NC_088857.1_cds_XP_011447097.1_22772	87.117	163	21	0	1	163	1	489	5.62e-94	272
sp	B3M383	SPNE_DROAN	lcl	NC_088858.1_cds_XP_011452125.3_29432	33.187	1368	799	34	96	1404	382	4317	0.0	690
sp	B3MEY6	LIS1_DROAN	lcl	NC_088855.1_cds_XP_011454155.1_15613	70.171	409	121	1	3	411	1	1224	0.0	595
sp	B3MPN6	IRS1_DROAN	lcl	NC_088857.1_cds_XP_065939742.1_28004	40.435	230	126	4	9	238	94	750	1.65e-34	144
sp	B3N946	IRS1_DROER	lcl	NC_088857.1_cds_XP_065939740.1_28003	41.410	227	122	3	12	238	103	750	3.22e-40	163
sp	B3NPW0	LIS1_DROER	lcl	NC_088855.1_cds_XP_011454155.1_15613	70.416	409	120	1	3	411	1	1224	0.0	600
