sp|A0A096MJN4|SEPT4_RAT	lcl|NC_079164.1_cds_XP_056011327.1_3817	61.813	364	123	4	97	456	148	1203	1.15e-155	448
sp|A0A0B4K7J2|RBP2_DROME	lcl|NC_079165.1_cds_XP_048772764.2_9064	36.170	282	146	6	1537	1793	3778	4596	7.85e-40	165
sp|A0A0G2JZ79|SIR1_RAT	lcl|NC_079167.1_cds_XP_048761924.2_21800	52.642	492	193	9	1	465	304	1740	8.81e-172	505
sp|A0A0G2K344|PK3CA_RAT	lcl|NC_079164.1_cds_XP_056016804.1_4922	54.614	1062	461	11	5	1063	7	3138	0.0	1191
sp|A0A178VEK7|DUO1_ARATH	lcl|NC_079169.1_cds_XP_048729267.2_35812	48.039	102	51	2	13	114	319	618	1.17e-22	99.4
sp|A0A2I0BVG8|CDPK1_PLAFO	lcl|NC_079170.1_cds_XP_056000552.1_44499	40.357	280	150	5	48	325	46	840	9.46e-64	212
sp|A0AVF1|IFT56_HUMAN	lcl|NC_079167.1_cds_XP_056017785.1_22030	79.603	554	113	0	1	554	1	1662	0.0	930
sp|A0MLS5|BMAL1_HORSE	lcl|NC_079169.1_cds_XP_048730809.1_36446	47.793	657	258	15	36	626	61	1974	0.0	548
sp|A1Z6E0|GUS_DROME	lcl|NC_079164.1_cds_XP_048730784.1_4047	69.892	279	79	3	1	277	7	834	7.73e-148	416
sp|A1Z7Z9|CP131_DROME	lcl|NC_079167.1_cds_XP_048762634.2_24373	24.041	678	440	10	516	1129	1486	3486	1.13e-37	155
sp|A1Z8D0|PWP1_DROME	lcl|NC_079166.1_cds_XP_048767173.1_16503	36.933	463	258	8	11	454	1	1344	1.77e-85	272
sp|A1Z8P9|TPR_DROME	lcl|NC_079167.1_cds_XP_056017951.1_22399	25.186	1751	1094	35	118	1697	388	5505	6.45e-84	310
sp|A1Z9E2|LIN54_DROME	lcl|NC_079167.1_cds_XP_056018281.1_23204	53.723	188	69	3	738	907	1621	2184	8.92e-49	187
sp|A1Z9L3|DHX8_DROME	lcl|NC_079173.1_cds_XP_048756023.2_55206	78.135	965	201	2	281	1240	778	3657	0.0	1515
sp|A1Z9X0|APKC_DROME	lcl|NC_079164.1_cds_XP_048766922.2_6176	67.627	590	179	4	29	606	28	1797	0.0	823
sp|A2A6C4|SPP2C_MOUSE	lcl|NC_079171.1_cds_XP_048748910.2_47285	36.468	521	282	14	38	547	115	1563	3.12e-75	253
sp|A2A8L1|CHD5_MOUSE	lcl|NC_079164.1_cds_XP_048729178.2_4212	64.902	1228	336	12	336	1529	1033	4533	0.0	1504
sp|A2AAE1|BLTP1_MOUSE	lcl|NC_079165.1_cds_XP_056013428.1_7988	39.821	1115	580	18	24	1119	94	3222	0.0	870
sp|A2AG06|MEIOC_MOUSE	lcl|NC_079169.1_cds_XP_048728251.2_38189	61.728	162	62	0	757	918	1774	2259	4.86e-56	209
sp|A2AKX3|SETX_MOUSE	lcl|NC_079168.1_cds_XP_048732896.2_34282	30.468	791	445	26	1713	2439	6202	8451	3.82e-76	285
sp|A2AL36|CNTRL_MOUSE	lcl|NC_079165.1_cds_XP_056011090.1_13450	35.314	892	501	16	73	928	226	2781	9.15e-122	433
sp|A2AM05|CNTLN_MOUSE	lcl|NC_079168.1_cds_XP_056021231.1_32953	32.508	606	349	15	119	676	79	1860	8.75e-58	221
sp|A2APF3|CTCFL_MOUSE	lcl|NC_079164.1_cds_XP_056011148.1_3784	54.804	281	125	2	257	537	967	1803	5.81e-101	328
sp|A2ARI4|LGR4_MOUSE	lcl|NC_079169.1_cds_XP_048780731.2_40140	33.649	844	495	5	41	819	244	2775	1.06e-118	395
sp|A2ARP9|CTSR2_MOUSE	lcl|NC_079167.1_cds_XP_056018276.1_23187	26.715	277	183	7	94	361	5059	5856	4.41e-12	71.2
sp|A2AU37|RD21L_MOUSE	lcl|NC_079169.1_cds_XP_048780332.1_39752	59.043	188	71	2	1	182	1	564	1.05e-68	235
sp|A2AU72|ARMC3_MOUSE	lcl|NC_079165.1_cds_XP_056009860.1_10015	44.806	645	306	4	15	609	43	1977	9.65e-150	464
sp|A2CEI6|PIWL2_DANRE	lcl|NC_079167.1_cds_XP_056017804.1_22054	45.401	848	436	12	220	1046	295	2820	0.0	795
sp|A2CG63|ARI4B_MOUSE	lcl|NC_079168.1_cds_XP_048732874.2_33610	45.946	407	188	9	3	398	4	1161	8.12e-75	275
