sp|A0A096MJN4|SEPT4_RAT	lcl|NC_069116.1_cds_XP_052717764.1_23545	59.726	365	129	4	97	456	151	1206	7.61e-156	449
sp|A0A0B4K7J2|RBP2_DROME	lcl|NC_069117.1_cds_XP_052675569.1_30210	43.049	223	116	3	1590	1802	3964	4629	3.69e-43	176
sp|A0A0G2JZ79|SIR1_RAT	lcl|NC_069120.1_cds_XP_052688938.1_45388	51.852	486	203	5	1	465	334	1761	2.79e-161	478
sp|A0A0G2K344|PK3CA_RAT	lcl|NC_069116.1_cds_XP_052716022.1_26863	54.520	1062	462	12	5	1063	7	3138	0.0	1184
sp|A0A178VEK7|DUO1_ARATH	lcl|NC_069111.1_cds_XP_052675802.1_3441	48.039	102	51	2	13	114	274	573	1.03e-22	99.4
sp|A0A2I0BVG8|CDPK1_PLAFO	lcl|NC_069118.1_cds_XP_052677570.1_37581	40.672	268	142	5	60	325	76	834	3.65e-62	208
sp|A0A5F8MPU3|CTSRT_MOUSE	lcl|NC_069115.1_cds_XP_052711975.1_21214	21.212	231	180	2	841	1069	5612	6304	1.06e-23	112
sp|A0AVF1|IFT56_HUMAN	lcl|NC_069120.1_cds_XP_052690106.1_45604	79.385	553	114	0	2	554	6379	8037	0.0	927
sp|A0MLS5|BMAL1_HORSE	lcl|NC_069111.1_cds_XP_052698615.1_892	48.323	656	260	17	36	626	58	1983	0.0	554
sp|A1Z6E0|GUS_DROME	lcl|NC_069116.1_cds_XP_052715953.1_25040	71.326	279	75	3	1	277	7	834	5.56e-150	421
sp|A1Z7Z9|CP131_DROME	lcl|NC_069120.1_cds_XP_052684194.1_43823	24.730	647	429	11	530	1131	1549	3450	9.96e-37	152
sp|A1Z8D0|PWP1_DROME	lcl|NC_069115.1_cds_XP_052709082.1_21769	40.367	327	187	4	130	454	424	1386	8.04e-79	255
sp|A1Z8P9|TPR_DROME	lcl|NC_069120.1_cds_XP_052686105.1_44780	27.736	1316	869	25	96	1371	307	4128	1.04e-87	322
sp|A1Z9E2|LIN54_DROME	lcl|NC_069120.1_cds_XP_052687673.1_44913	53.191	188	70	3	738	907	1615	2178	2.23e-48	186
sp|A1Z9L3|DHX8_DROME	lcl|NC_069119.1_cds_XP_052682494.1_42051	78.031	965	203	2	281	1240	769	3651	0.0	1500
sp|A1Z9X0|APKC_DROME	lcl|NC_069116.1_cds_XP_052713759.1_25237	67.797	590	178	4	29	606	28	1797	0.0	822
