sp|A0A096MJN4|SEPT4_RAT	lcl|NC_069372.1_cds_XP_053375514.1_38866	62.570	358	125	2	99	456	85	1131	3.39e-157	451
sp|A0A0B4K7J2|RBP2_DROME	lcl|NC_069369.1_cds_XP_053407821.1_31771	36.740	362	194	7	1577	1926	3943	4959	1.22e-48	194
sp|A0A0G2JZ79|SIR1_RAT	lcl|NC_069362.1_cds_XP_053393570.1_8410	53.425	292	119	4	104	385	1	855	1.98e-99	313
sp|A0A0G2K344|PK3CA_RAT	lcl|NC_069374.1_cds_XP_045163417.2_46205	53.629	1061	473	12	5	1062	7	3141	0.0	1168
sp|A0A178VEK7|DUO1_ARATH	lcl|NC_069377.1_cds_XP_045175050.2_52301	45.714	105	55	2	10	114	292	600	9.78e-24	102
sp|A0A2I0BVG8|CDPK1_PLAFO	lcl|NC_069373.1_cds_XP_045165081.1_41931	42.322	267	137	5	61	325	88	843	1.07e-63	212
sp|A0AVF1|IFT56_HUMAN	lcl|NC_069362.1_cds_XP_053392376.1_5865	81.287	513	96	0	42	554	4	1542	0.0	893
sp|A0MLS5|BMAL1_HORSE	lcl|NC_069377.1_cds_XP_045174350.1_54648	50.333	600	247	13	71	626	187	1965	0.0	553
sp|A1Z6E0|GUS_DROME	lcl|NC_069374.1_cds_XP_045161770.1_44874	72.143	280	71	4	1	277	7	834	3.05e-149	419
sp|A1Z7Z9|CP131_DROME	lcl|NC_069362.1_cds_XP_053392932.1_6980	27.003	574	361	13	583	1107	1669	3363	4.01e-36	150
sp|A1Z8D0|PWP1_DROME	lcl|NC_069364.1_cds_XP_053397066.1_14517	38.788	330	195	4	130	458	502	1473	5.95e-78	254
sp|A1Z8P9|TPR_DROME	lcl|NC_069363.1_cds_XP_053394872.1_11250	28.281	1280	839	17	126	1373	394	4092	2.13e-94	344
sp|A1Z9E2|LIN54_DROME	lcl|NC_069362.1_cds_XP_053387200.1_5009	51.295	193	77	4	733	908	1606	2184	3.52e-54	203
sp|A1Z9L3|DHX8_DROME	lcl|NC_069371.1_cds_XP_045168155.2_37091	76.299	962	216	4	283	1240	736	3597	0.0	1467
sp|A1Z9X0|APKC_DROME	lcl|NC_069374.1_cds_XP_053379292.1_45404	67.285	593	187	1	21	606	7	1785	0.0	819
sp|A2A6C4|SPP2C_MOUSE	lcl|NC_069371.1_cds_XP_045168364.1_36523	35.503	507	295	9	39	537	118	1566	1.04e-76	258
sp|A2A8L1|CHD5_MOUSE	lcl|NC_069374.1_cds_XP_053379872.1_46486	64.020	1209	363	13	336	1529	1264	4719	0.0	1469
sp|A2AAE1|BLTP1_MOUSE	lcl|NC_069365.1_cds_XP_053399583.1_18685	40.973	1130	591	15	25	1119	67	3333	0.0	857
sp|A2AKX3|SETX_MOUSE	lcl|NC_069364.1_cds_XP_053397478.1_15241	31.265	822	440	32	1672	2424	10567	12864	3.01e-84	312
sp|A2AL36|CNTRL_MOUSE	lcl|NC_069375.1_cds_XP_053381520.1_49008	33.020	851	512	13	65	878	190	2679	1.47e-94	345
sp|A2AM05|CNTLN_MOUSE	lcl|NC_069368.1_cds_XP_053405282.1_26891	34.459	592	319	15	119	659	85	1806	3.53e-59	225
sp|A2APF3|CTCFL_MOUSE	lcl|NC_069366.1_cds_XP_053401841.1_22133	48.882	313	147	4	257	561	1252	2175	9.14e-99	325
sp|A2ARI4|LGR4_MOUSE	lcl|NC_069377.1_cds_XP_045175461.2_52305	40.347	461	251	1	37	473	160	1542	2.92e-93	324
sp|A2AU37|RD21L_MOUSE	lcl|NC_069376.1_cds_XP_045180950.1_50208	33.078	653	327	18	1	549	1	1941	2.32e-85	279
sp|A2AU72|ARMC3_MOUSE	lcl|NC_069365.1_cds_XP_053398826.1_17233	39.066	942	466	12	15	879	43	2775	1.39e-172	525
sp|A2CEI6|PIWL2_DANRE	lcl|NC_069362.1_cds_XP_045213847.1_7115	45.906	806	425	7	245	1046	406	2802	0.0	780
sp|A2CG63|ARI4B_MOUSE	lcl|NC_069361.1_cds_XP_053407666.1_2941	45.050	404	198	6	1	398	4	1161	1.95e-87	315
sp|A3KGV1|ODFP2_MOUSE	lcl|NC_069375.1_cds_XP_045199548.2_48310	39.576	801	463	6	38	828	109	2478	2.57e-177	533
sp|A3KPW9|BAG6_DANRE	lcl|NC_069375.1_cds_XP_053380181.1_48041	28.119	505	298	14	709	1156	2659	4149	1.64e-47	187
sp|A3KQH2|DRC9_DANRE	lcl|NC_069367.1_cds_XP_045200838.1_24836	35.890	365	189	5	1	324	16	1098	2.98e-62	204
sp|A4D1T9|PRS37_HUMAN	lcl|NC_069362.1_cds_XP_053383873.1_8399	27.315	216	137	7	32	229	4246	4887	1.98e-14	73.6
sp|A4IH17|BAG6_XENTR	lcl|NC_069375.1_cds_XP_053380181.1_48041	29.647	425	190	11	1	338	4	1212	5.43e-30	130
sp|A4PES0|WEE2_PIG	lcl|NC_069364.1_cds_XP_045196736.1_14691	49.737	380	176	10	153	522	502	1626	5.26e-109	339
sp|A5D8V7|ODAD3_HUMAN	lcl|NC_069375.1_cds_XP_045206562.1_49255	38.583	508	294	9	50	549	4	1497	5.53e-58	204
sp|A5D8W1|CFA69_HUMAN	lcl|NC_069371.1_cds_XP_045170513.2_37616	46.689	906	466	8	20	910	31	2742	0.0	823
sp|A5D9M6|BAG6_PIG	lcl|NC_069375.1_cds_XP_053380181.1_48041	36.481	233	87	6	17	208	4	642	1.67e-23	109
sp|A6N7Y9|PIWL1_CHICK	lcl|NC_069372.1_cds_XP_045173270.1_40452	52.540	807	366	9	67	867	226	2613	0.0	897
sp|A6PVC2|TTLL8_HUMAN	lcl|NC_069373.1_cds_XP_053377438.1_41947	51.429	350	162	5	263	607	1036	2076	5.51e-112	370
sp|A6QQL3|SEP14_BOVIN	lcl|NC_069365.1_cds_XP_045205529.1_19915	63.950	319	111	1	19	337	91	1035	3.08e-152	439
sp|A7DTF0|MRG1_CAEEL	lcl|NC_069370.1_cds_XP_045209576.2_34430	31.100	209	105	8	121	327	730	1245	6.16e-20	91.3
sp|A7X5R6|BAG6_ORNAN	lcl|NC_069375.1_cds_XP_053380181.1_48041	36.058	208	73	5	24	192	4	564	8.51e-23	107
sp|A7X8B7|PRGR_GORGO	lcl|NC_069361.1_cds_XP_053377389.1_4272	30.120	332	208	8	564	886	406	1356	2.49e-34	139
sp|A8D8P8|SIWI_BOMMO	lcl|NC_069372.1_cds_XP_053376236.1_40455	43.726	773	421	8	135	899	313	2613	0.0	668
sp|A8KBF3|PIWL2_XENTR	lcl|NC_069362.1_cds_XP_045213847.1_7115	48.221	759	385	4	195	949	538	2802	0.0	775
sp|A8MPH9|FOSLD_DROME	lcl|NC_069361.1_cds_XP_045176661.1_2121	47.436	78	41	0	376	453	436	669	2.68e-17	85.9
sp|A8MW99|MEI4_HUMAN	lcl|NC_069364.1_cds_XP_045196460.2_14347	23.545	378	236	9	5	376	22	1014	1.36e-12	69.7
sp|A8WVU9|ROCK_CAEBR	lcl|NC_069361.1_cds_XP_053397284.1_731	45.663	392	189	9	17	393	85	1233	9.75e-107	371
sp|A9Q751|PCDP1_MOUSE	lcl|NC_069371.1_cds_XP_053374338.1_34953	36.879	865	451	16	1	801	1	2502	3.32e-160	491
sp|A9ZSZ2|AGO3_BOMMO	lcl|NC_069362.1_cds_XP_045213847.1_7115	48.611	792	398	6	139	926	442	2802	0.0	793
sp|B0BLW3|LGR4_XENTR	lcl|NC_069377.1_cds_XP_045175465.2_52307	33.216	849	489	8	40	814	151	2685	3.06e-132	432
sp|B0BN28|SKA1_RAT	lcl|NC_069368.1_cds_XP_053405205.1_26718	45.763	118	64	0	135	252	457	810	1.64e-32	121
sp|B0LSW3|LIS1_FELCA	lcl|NC_069372.1_cds_XP_053376164.1_40255	79.946	369	73	1	42	410	4	1107	0.0	648
sp|B1A8Z2|CIB1_SHEEP	lcl|NC_069363.1_cds_XP_045157813.1_12106	48.168	191	92	3	1	191	1	552	5.61e-42	140
sp|B1ASB6|SPOC1_MOUSE	lcl|NC_069376.1_cds_XP_053382652.1_50307	29.586	338	223	5	450	774	3310	4317	1.07e-32	139
sp|B1Q3J6|DNM1B_ORYSJ	lcl|NC_069375.1_cds_XP_053380129.1_47661	39.274	606	283	13	968	1527	2401	4101	1.69e-126	430
sp|B2GV50|RFX2_RAT	lcl|NC_069363.1_cds_XP_053394048.1_9482	60.371	593	198	12	69	647	319	2028	0.0	654
sp|B2RR83|YTDC2_MOUSE	lcl|NC_069368.1_cds_XP_045156414.2_27263	53.315	1418	582	19	52	1434	64	4182	0.0	1421
