sp|A0A096MJN4|SEPT4_RAT	lcl|NC_068355.1_cds_XP_052233566.1_5031	60.674	356	131	2	101	456	4	1044	3.33e-154	443
sp|A0A0B4K7J2|RBP2_DROME	lcl|NC_068362.1_cds_XP_052226020.1_46614	35.625	320	182	8	1539	1843	3877	4809	2.93e-43	177
sp|A0A0G2JZ79|SIR1_RAT	lcl|NC_068356.1_cds_XP_052262135.1_9762	64.169	307	109	1	3	308	265	1185	2.80e-145	433
sp|A0A0G2K344|PK3CA_RAT	lcl|NC_068359.1_cds_XP_052286061.1_32595	52.408	1059	489	9	5	1063	7	3138	0.0	1148
sp|A0A178VEK7|DUO1_ARATH	lcl|NC_068355.1_cds_XP_052223491.1_3595	42.857	105	58	2	10	114	292	600	4.05e-23	100
sp|A0A2I0BVG8|CDPK1_PLAFO	lcl|NC_068356.1_cds_XP_052267340.1_15083	32.414	435	259	10	43	465	1	1236	2.33e-64	219
sp|A0AVF1|IFT56_HUMAN	lcl|NC_068356.1_cds_XP_052263675.1_11233	79.422	554	114	0	1	554	1	1662	0.0	924
sp|A0MLS5|BMAL1_HORSE	lcl|NC_068358.1_cds_XP_052283468.1_28122	42.482	419	213	8	36	441	64	1275	6.35e-113	353
sp|A1Z6E0|GUS_DROME	lcl|NC_068359.1_cds_XP_052284976.1_29948	70.968	279	76	3	1	277	7	834	5.77e-149	419
sp|A1Z7Z9|CP131_DROME	lcl|NC_068356.1_cds_XP_052265567.1_13232	26.263	594	383	9	583	1129	1735	3492	1.53e-36	152
sp|A1Z8D0|PWP1_DROME	lcl|NC_068366.1_cds_XP_052244489.1_59797	42.857	308	170	3	129	434	460	1371	2.08e-85	273
sp|A1Z8P9|TPR_DROME	lcl|NC_068370.1_cds_XP_052255935.1_72562	27.458	1424	913	29	100	1481	310	4347	3.50e-81	301
sp|A1Z9E2|LIN54_DROME	lcl|NC_068356.1_cds_XP_052263425.1_11012	52.332	193	75	3	733	908	1279	1857	1.37e-48	185
sp|A1Z9L3|DHX8_DROME	lcl|NC_068367.1_cds_XP_052248840.1_62784	75.988	962	218	5	283	1240	742	3600	0.0	1461
sp|A1Z9X0|APKC_DROME	lcl|NC_068357.1_cds_XP_052275194.1_19062	53.216	342	149	4	258	597	1138	2136	6.07e-119	371
sp|A2A6C4|SPP2C_MOUSE	lcl|NC_068367.1_cds_XP_052248574.1_62772	32.554	556	331	13	40	579	70	1653	9.04e-75	252
sp|A2A8L1|CHD5_MOUSE	lcl|NC_068362.1_cds_XP_052227582.1_45165	65.563	1208	342	12	336	1529	1264	4707	0.0	1480
sp|A2AAE1|BLTP1_MOUSE	lcl|NC_068358.1_cds_XP_052280244.1_22849	40.633	1137	632	14	25	1146	73	3399	0.0	843
sp|A2AG06|MEIOC_MOUSE	lcl|NC_068369.1_cds_XP_052252810.1_69158	55.497	191	80	3	731	918	1519	2085	6.94e-59	217
sp|A2AKX3|SETX_MOUSE	lcl|NC_068363.1_cds_XP_052232807.1_51453	29.418	894	510	33	1597	2424	10090	12606	5.94e-87	321
sp|A2AL36|CNTRL_MOUSE	lcl|NC_068363.1_cds_XP_052229707.1_51886	32.860	916	562	11	46	929	145	2829	3.29e-95	347
sp|A2AM05|CNTLN_MOUSE	lcl|NC_068358.1_cds_XP_052279031.1_27403	30.875	583	327	11	119	646	76	1761	4.09e-51	200
sp|A2APF3|CTCFL_MOUSE	lcl|NC_068363.1_cds_XP_052231254.1_49937	47.385	325	162	3	238	554	1156	2127	9.87e-98	321
sp|A2ARI4|LGR4_MOUSE	lcl|NC_068355.1_cds_XP_052222011.1_3444	30.725	703	427	6	177	819	208	2316	1.13e-91	318
sp|A2AU37|RD21L_MOUSE	lcl|NC_068364.1_cds_XP_052236598.1_53309	40.669	359	201	5	1	347	1	1077	6.92e-72	243
sp|A2AU72|ARMC3_MOUSE	lcl|NC_068358.1_cds_XP_052278834.1_27352	42.489	932	446	10	15	879	43	2769	0.0	588
sp|A2CEI6|PIWL2_DANRE	lcl|NC_068356.1_cds_XP_052263121.1_10683	48.214	784	395	7	269	1046	457	2793	0.0	804
sp|A2CG63|ARI4B_MOUSE	lcl|NC_068357.1_cds_XP_052270023.1_21404	46.269	402	192	6	3	398	4	1155	1.07e-85	310
sp|A2RUB1|MEIOC_HUMAN	lcl|NC_068369.1_cds_XP_052252810.1_69158	60.606	165	65	0	744	908	1591	2085	6.15e-57	211
sp|A3KGV1|ODFP2_MOUSE	lcl|NC_068361.1_cds_XP_052220726.1_42956	39.618	785	453	5	58	828	145	2478	5.12e-172	519
sp|A3KPW9|BAG6_DANRE	lcl|NC_068361.1_cds_XP_052223927.1_40364	41.748	206	100	4	6	206	1	573	2.66e-30	122
sp|A3KQH2|DRC9_DANRE	lcl|NC_068360.1_cds_XP_052216717.1_35460	36.975	357	184	6	7	324	37	1101	6.29e-60	199
sp|A4D1T9|PRS37_HUMAN	lcl|NC_068356.1_cds_XP_052265723.1_13406	26.068	234	134	8	28	230	661	1338	7.70e-13	68.9
sp|A4IH17|BAG6_XENTR	lcl|NC_068361.1_cds_XP_052223927.1_40364	40.437	183	82	4	1	167	4	519	5.99e-23	101
sp|A4PES0|WEE2_PIG	lcl|NC_068366.1_cds_XP_052243074.1_61172	49.867	377	174	10	153	519	508	1623	5.51e-111	344
